,tm
5433,53.7
5434,40.6
5435,53.6
5436,53.6
5437,76.4
5438,54.1
5440,48.8
5441,63.6
5442,37.2
5443,55.9
5444,47.1
5445,35.7
5446,57.6
5447,81.7
5448,48.6
5449,46.8
5450,89.3
5451,53.6
5452,36.0
5453,43.0
5454,46.5
5455,42.6
5456,50.5
5457,69.3
5458,41.6
5459,53.3
5460,54.8
5461,56.7
5462,35.9
5463,49.5
5464,43.4
5465,46.9
5466,50.8
5467,45.1
5468,49.2
5469,43.6
5470,79.5
5471,44.1
5472,71.6
5473,46.1
5474,46.8
5475,43.0
5476,45.8
5477,39.5
5478,44.7
5479,46.1
5480,51.3
5481,76.0
5482,35.8
5483,48.2
5484,50.3
5485,42.8
5486,44.3
5487,51.2
5488,47.7
5489,40.2
5490,37.2
5491,48.7
5492,40.3
5493,51.2
5494,47.7
5495,50.0
5496,52.6
5497,43.7
5498,49.0
5499,48.6
5500,52.7
5501,41.5
5502,71.2
5503,50.4
5504,71.1
5505,38.8
5506,41.2
5507,42.0
5508,44.4
5509,46.1
5510,52.9
5511,48.9
5512,38.0
5513,54.8
5514,55.5
5515,54.2
5516,51.4
5517,45.5
5518,53.9
5519,35.4
5520,47.8
5521,48.9
5522,58.6
5523,46.5
5524,45.4
5525,52.9
5526,43.6
5527,49.3
5528,51.5
5529,54.3
5530,47.8
5531,51.9
5533,51.7
5534,84.9
5535,48.4
5536,43.0
5537,45.3
5538,36.6
5539,51.0
5540,56.5
5541,65.0
5542,57.7
5543,54.5
5544,60.0
5545,65.0
5546,56.7
5547,59.3
5548,63.0
5549,65.0
5550,47.8
5551,49.6
5552,56.0
5553,44.2
5554,38.1
5555,49.4
5556,78.5
5557,84.3
5558,46.4
5559,45.0
5560,52.2
5561,46.1
5562,50.2
5563,45.9
5564,38.3
5565,43.9
5566,52.1
5567,46.8
5568,42.0
5569,43.3
5570,50.7
5571,41.8
5572,44.1
5573,40.0
5574,47.9
5575,50.6
5576,52.9
5577,48.4
5578,57.3
5579,54.1
5580,38.8
5581,51.2
5582,61.1
5583,24.9
5584,55.4
5585,59.0
5586,49.5
5587,50.9
5588,40.0
5589,36.8
5590,51.2
5591,24.9
5592,24.9
5593,25.0
5594,25.0
5595,25.0
5596,25.0
5597,25.0
5598,25.0
5599,25.0
5600,25.0
5601,25.0
5602,25.0
5603,25.0
5604,25.0
5605,25.0
5606,25.0
5607,25.0
5608,25.0
5609,25.0
5610,25.0
5611,25.0
5612,25.0
5613,25.0
5614,25.0
5615,25.0
5616,25.0
5617,25.0
5618,25.0
5619,25.0
5620,25.0
5621,25.0
5622,25.0
5623,25.0
5624,54.0
5625,50.1
5626,54.0
5627,49.3
5628,53.3
5629,54.0
5630,46.1
5631,71.8
5632,61.2
5633,52.5
5634,24.9
5635,51.9
5636,52.9
5637,42.7
5638,78.9
5639,49.3
5640,43.1
5641,51.1
5642,50.9
5643,49.6
5644,53.0
5645,63.0
5646,53.4
5647,49.9
5648,48.1
5649,50.8
5650,44.1
5651,72.5
5652,43.1
5654,52.1
5655,48.6
5656,41.7
5657,59.5
5658,42.9
5659,46.8
5660,57.7
5661,49.3
5662,48.1
5663,52.1
5664,33.2
5665,46.9
5666,49.6
5667,51.8
5668,57.0
5669,51.4
5670,48.6
5671,50.0
5672,45.0
5673,79.0
5674,52.3
5675,72.9
5676,55.1
5677,36.2
5678,59.8
5679,50.9
5680,40.1
5681,41.9
5682,36.8
5683,52.0
5684,46.8
5685,48.6
5686,48.1
5687,60.0
5688,43.9
5689,40.4
5690,61.0
5691,46.1
5692,41.0
5693,44.8
5694,48.9
5695,50.3
5696,49.6
5697,56.0
5698,89.7
5699,40.8
5700,52.4
5701,66.7
5702,44.9
5703,85.9
5705,50.7
5706,58.3
5707,82.6
5708,38.9
5709,68.4
5710,37.8
5711,45.8
5712,62.2
5713,68.1
5714,41.8
5715,82.5
5716,40.1
5717,45.1
5718,55.4
5719,65.2
5720,46.4
5721,56.2
5722,46.2
5723,81.0
5725,66.7
5726,49.1
5727,48.9
5728,38.5
5729,36.1
5730,47.8
5731,50.7
5732,75.0
5733,49.4
5734,50.5
5735,43.9
5736,46.6
5737,45.3
5738,79.9
5739,85.8
5740,82.3
5741,43.2
5742,51.7
5743,75.1
5744,45.0
5745,44.1
5746,91.1
5747,43.8
5748,84.1
5749,84.4
5750,42.9
5751,48.6
5752,74.0
5753,52.3
5754,50.0
5755,58.2
5756,44.0
5757,88.4
5758,43.6
5759,41.6
5760,51.0
5761,55.0
5762,89.3
5763,47.5
5764,45.0
5765,38.9
5766,47.3
5767,54.5
5768,38.3
5769,46.9
5770,53.9
5771,51.3
5772,40.9
5773,41.9
5774,47.2
5775,55.8
5776,44.2
5777,42.3
5778,49.3
5779,49.4
5780,46.9
5781,54.4
5782,44.3
5783,45.5
5784,43.1
5785,40.7
5786,38.5
5787,53.0
5788,43.0
5789,49.4
5790,51.7
5791,44.7
5792,40.8
5793,46.8
5794,52.3
5795,40.1
5796,45.3
5797,50.7
5798,46.6
5799,44.9
5800,41.1
5801,46.0
5802,36.2
5803,38.4
5804,51.9
5805,53.5
5806,41.0
5807,49.4
5808,40.7
5809,48.1
5810,38.7
5811,52.9
5812,45.7
5813,40.1
5814,48.2
5815,50.2
5816,49.5
5817,35.5
5818,47.6
5819,45.1
5820,41.6
5821,46.4
5822,43.7
5823,66.3
5824,39.9
5825,47.6
5826,48.9
5827,47.7
5828,36.8
5829,43.8
5830,49.9
5831,48.0
5832,44.9
5833,49.2
5834,37.4
5835,40.9
5836,38.8
5837,46.0
5838,45.2
5839,49.3
5840,46.9
5841,37.7
5842,38.2
5843,51.0
5844,41.8
5845,76.6
5846,47.8
5847,37.7
5848,58.4
5849,45.9
5850,40.8
5851,50.7
5852,40.0
5853,50.5
5854,48.2
5855,42.9
5856,51.6
5857,38.5
5858,48.3
5859,45.1
5860,48.7
5861,47.9
5862,52.0
5863,38.6
5864,42.4
5865,42.9
5866,46.2
5867,45.3
5868,46.3
5869,49.0
5870,69.7
5871,53.0
5872,51.4
5873,43.4
5874,51.1
5875,51.9
5876,71.2
5877,45.3
5878,50.1
5879,44.5
5880,50.1
5881,66.0
5882,43.2
5883,74.8
5884,44.6
5885,50.6
5886,47.1
5887,50.0
5888,42.6
5889,70.2
5890,57.1
5891,46.4
5892,58.8
5893,48.1
5894,52.4
5895,51.8
5896,43.7
5897,38.0
5898,42.0
5899,38.5
5900,48.7
5901,42.7
5902,52.7
5903,54.0
5904,50.9
5905,61.9
5906,57.4
5907,78.1
5908,45.6
5909,41.1
5910,43.7
5911,44.9
5912,47.2
5913,43.3
5914,48.6
5915,47.9
5916,37.9
5917,48.9
5918,48.6
5919,38.9
5920,91.3
5921,42.0
5922,43.0
5923,47.4
5924,51.8
5925,43.3
5926,47.1
5927,47.4
5928,50.1
5929,53.3
5930,69.5
5931,88.8
5932,39.4
5933,38.5
5934,40.7
5935,52.2
5936,53.0
5937,59.4
5938,39.9
5939,43.1
5940,42.9
5941,52.7
5942,49.3
5943,46.4
5944,89.0
5945,54.9
5946,50.0
5947,46.9
5948,49.9
5949,39.8
5950,85.1
5951,49.6
5952,43.7
5953,74.1
5954,73.2
5955,52.9
5956,75.3
5957,50.1
5958,51.7
5959,49.2
5960,46.3
5961,91.3
5962,41.7
5963,45.3
5964,51.1
5965,48.3
5966,67.5
5967,46.2
5968,71.9
5969,47.5
5970,78.2
5971,58.4
5972,49.0
5973,43.8
5975,50.3
5976,38.4
5977,45.6
5978,46.4
5979,46.8
5980,67.0
5982,49.7
5983,46.0
5984,40.9
5985,45.7
5986,85.2
5987,45.0
5988,67.3
5989,47.8
5990,91.0
5991,39.9
5992,73.2
5993,40.8
5994,52.3
5995,39.7
5996,65.3
5997,46.1
5998,79.5
5999,64.4
6000,45.3
6001,48.7
6002,43.0
6004,40.1
6005,50.3
6006,53.1
6007,50.5
6008,75.3
6009,34.7
6010,73.4
6011,66.2
6012,41.2
6013,46.3
6014,67.8
6015,72.6
6016,67.9
6017,66.7
6018,51.5
6019,51.0
6020,71.9
6021,33.1
6022,42.7
6023,47.3
6024,60.1
6025,47.6
6026,43.1
6027,51.0
6029,47.2
6030,77.2
6031,75.6
6032,75.7
6033,67.2
6034,51.0
6036,52.4
6037,49.3
6038,87.8
6039,42.8
6040,54.0
6041,50.5
6042,51.9
6043,53.3
6044,47.9
6045,45.6
6046,53.4
6047,43.5
6048,48.8
6049,78.4
6050,85.3
6051,48.8
6052,51.2
6053,46.1
6054,51.0
6055,51.5
6056,60.4
6057,46.6
6058,46.9
6059,42.4
6060,48.8
6061,80.3
6062,41.2
6063,58.0
6064,46.2
6065,55.1
6066,49.7
6067,35.6
6068,41.5
6069,83.0
6070,43.2
6071,66.9
6072,48.3
6073,39.2
6074,52.1
6075,48.4
6076,41.5
6077,37.9
6078,52.8
6079,52.7
6080,25.0
6081,66.9
6082,73.1
6083,25.0
6084,25.0
6085,66.7
6086,84.8
6087,65.0
6088,25.0
6089,58.0
6090,25.0
6091,25.0
6092,74.9
6093,63.5
6094,25.0
6095,44.1
6096,52.2
6097,38.2
6098,41.6
6099,43.3
6100,50.1
6101,38.2
6102,68.0
6103,87.7
6104,37.6
6105,48.4
6106,64.4
6107,76.3
6108,46.9
6109,79.5
6110,45.1
6111,79.8
6112,79.2
6113,58.8
6114,48.4
6115,44.0
6116,62.4
6117,88.4
6118,75.5
6119,51.0
6120,42.2
6121,39.0
6122,89.9
6123,44.3
6124,90.2
6125,84.0
6126,41.3
6127,48.9
6128,52.5
6129,46.4
6130,47.5
6131,83.7
6132,89.9
6133,50.8
6134,42.8
6135,90.5
6136,50.0
6137,51.7
6138,52.8
6139,50.3
6140,67.0
6141,48.3
6142,48.3
6143,48.9
6144,49.2
6145,49.5
6146,48.2
6147,45.5
6148,45.4
6149,53.0
6150,48.2
6151,44.6
6152,48.9
6153,45.8
6154,53.6
6155,56.3
6156,59.0
6157,54.9
6158,35.8
6159,41.9
6160,39.1
6161,53.8
6163,87.3
6164,83.9
6165,55.7
6166,55.0
6167,35.5
6168,44.8
6169,52.7
6170,55.3
6171,46.2
6172,48.1
6173,49.9
6174,44.7
6175,49.9
6176,46.6
6177,46.8
6178,45.5
6179,51.9
6180,54.9
6181,50.5
6182,80.6
6183,55.1
6184,42.8
6185,51.9
6186,47.1
6187,58.8
6188,47.9
6189,48.5
6190,87.7
6191,50.2
6192,54.6
6193,42.6
6194,46.4
6195,89.7
6196,54.2
6197,47.8
6198,44.6
6199,48.1
6200,53.7
6201,48.4
6202,47.4
6203,43.8
6204,47.9
6205,47.2
6206,41.3
6207,39.3
6208,80.8
6209,52.6
6210,88.1
6211,36.0
6212,47.1
6213,42.8
6214,38.0
6215,44.3
6216,48.7
6217,49.1
6218,57.8
6219,48.7
6220,67.5
6221,53.8
6222,71.0
6223,51.9
6224,50.3
6225,45.6
6226,56.6
6227,52.7
6228,38.1
6229,47.2
6230,40.8
6231,38.0
6232,48.2
6233,40.4
6234,51.2
6235,49.0
6236,48.2
6237,47.0
6238,50.0
6239,53.5
6240,48.5
6241,36.8
6242,48.1
6243,39.4
6244,87.3
6245,45.4
6246,54.9
6247,55.6
6248,50.0
6249,43.8
6250,45.4
6251,53.5
6252,48.8
6253,90.0
6254,79.8
6255,48.8
6256,42.8
6257,62.9
6258,43.3
6259,71.2
6260,35.7
6261,84.7
6262,48.1
6263,47.6
6264,45.1
6265,51.3
6266,52.9
6267,46.7
6268,46.5
6269,44.8
6270,47.5
6271,48.4
6272,39.2
6273,55.9
6274,53.9
6275,43.2
6276,45.9
6277,46.2
6278,38.5
6279,46.0
6280,41.3
6281,73.1
6282,39.2
6283,48.3
6284,46.2
6285,50.1
6286,82.1
6287,45.8
6288,71.8
6289,47.8
6290,46.0
6291,47.6
6292,51.7
6293,51.1
6294,51.8
6295,39.3
6296,45.3
6297,51.5
6298,87.0
6300,48.5
6301,49.7
6302,58.7
6303,46.3
6304,70.9
6305,37.9
6306,43.5
6307,44.4
6308,66.9
6309,47.1
6310,41.0
6311,50.2
6312,39.1
6313,51.1
6314,41.6
6315,51.5
6316,55.1
6317,43.9
6318,54.0
6319,41.7
6320,38.4
6321,47.7
6322,44.1
6323,42.2
6324,42.2
6325,42.8
6326,50.7
6327,46.4
6328,52.6
6329,38.2
6330,49.5
6331,45.6
6332,49.3
6333,40.1
6334,52.5
6335,84.7
6336,54.0
6337,46.0
6338,50.1
6339,47.6
6340,41.3
6341,46.8
6342,42.0
6343,47.6
6344,70.2
6345,50.7
6346,48.4
6347,62.2
6348,56.6
6349,45.8
6350,46.5
6351,41.3
6352,45.4
6353,90.4
6354,48.6
6355,43.6
6356,80.3
6357,49.2
6358,51.2
6359,50.0
6360,45.3
6361,41.4
6362,53.4
6363,51.9
6364,39.5
6365,46.1
6366,58.8
6367,45.2
6368,41.5
6369,45.7
6370,35.7
6371,42.4
6372,44.0
6373,42.2
6374,67.7
6375,66.5
6376,61.5
6377,64.0
6378,68.7
6379,65.5
6380,64.9
6381,68.4
6382,51.5
6383,49.7
6384,44.8
6385,50.9
6386,54.4
6387,40.0
6388,38.7
6389,52.3
6390,53.6
6391,42.3
6392,37.1
6393,81.2
6394,80.6
6395,48.3
6396,39.0
6397,10.0
6398,10.0
6399,10.0
6400,25.0
6401,25.0
6402,25.0
6403,25.0
6404,25.0
6405,25.0
6406,25.0
6407,25.0
6408,25.0
6409,25.0
6410,25.0
6411,25.0
6412,25.0
6413,25.0
6414,25.0
6415,25.0
6416,25.0
6417,25.0
6418,25.0
6419,25.0
6420,25.0
6421,25.0
6422,25.0
6423,25.0
6424,25.0
6425,25.0
6426,48.0
6427,25.0
6428,25.0
6429,10.0
6430,10.0
6431,71.5
6432,50.8
6433,56.2
6434,52.1
6435,50.4
6436,59.6
6437,48.1
6438,42.2
6439,52.4
6440,39.6
6441,50.3
6442,46.5
6443,44.2
6444,40.1
6445,57.4
6446,46.3
6447,46.5
6448,51.6
6449,47.4
6450,50.3
6451,45.8
6452,43.8
6453,48.0
6454,43.0
6455,52.5
6456,50.5
6457,47.6
6458,46.0
6459,72.0
6460,42.7
6461,57.7
6462,46.9
6463,47.9
6464,89.9
6465,42.0
6466,54.7
6467,75.9
6468,49.6
6469,39.9
6470,51.8
6471,72.9
6472,46.8
6473,51.7
6474,68.6
6475,45.5
6476,72.7
6477,64.0
6478,44.7
6479,46.7
6480,57.3
6481,55.9
6482,54.0
6483,52.1
6485,57.8
6486,40.1
6488,77.0
6489,79.6
6490,38.8
6491,48.9
6492,51.6
6493,47.2
6494,82.3
6496,53.8
6497,52.8
6498,49.7
6499,43.4
6500,50.8
6501,47.8
6502,38.8
6503,58.3
6504,44.1
6505,40.3
6506,61.4
6507,49.2
6508,45.1
6509,48.7
6510,45.2
6511,46.2
6512,51.2
6513,69.4
6514,43.7
6515,44.1
6516,63.7
6517,89.6
6518,41.5
6519,48.1
6520,52.5
6521,54.2
6522,51.6
6523,77.9
6524,45.0
6525,82.3
6526,46.7
6527,87.5
6528,49.7
6529,48.9
6530,57.3
6531,49.5
6532,49.3
6533,43.6
6534,51.4
6535,41.9
6536,48.9
6537,52.6
6539,49.8
6540,45.0
6541,54.2
6542,82.5
6543,51.5
6544,82.5
6545,55.5
6546,53.0
6547,47.1
6548,47.7
6550,75.8
6551,51.8
6552,44.6
6553,73.7
6554,53.7
6555,48.4
6556,47.6
6557,83.8
6558,91.5
6559,38.9
6560,48.6
6561,87.7
6562,45.8
6563,89.1
6564,47.1
6565,48.4
6566,51.0
6569,81.5
6570,58.8
6571,47.3
6572,48.4
6573,48.1
6574,50.4
6575,37.4
6576,54.5
6578,54.7
6579,51.9
6580,54.6
6581,46.4
6582,51.2
6583,69.8
6584,70.9
6585,50.7
6586,74.3
6587,84.2
6588,53.6
6589,50.1
6590,41.4
6591,38.7
6592,50.4
6593,48.1
6594,49.3
6595,46.5
6596,44.6
6597,49.1
6598,49.2
6599,42.8
6600,53.1
6601,48.7
6602,53.2
6603,66.2
6604,47.9
6605,47.1
6606,90.0
6607,55.0
6608,50.2
6609,52.7
6610,50.7
6611,57.1
6612,80.6
6613,51.5
6614,61.1
6615,50.3
6616,76.2
6617,50.2
6618,62.8
6619,43.8
6620,54.4
6621,40.1
6622,69.1
6623,53.8
6625,40.4
6626,37.3
6627,42.1
6628,48.9
6629,47.7
6630,51.9
6631,45.5
6632,45.7
6633,49.5
6634,48.5
6635,49.3
6636,42.7
6637,46.2
6639,43.5
6640,45.7
6641,54.2
6642,45.3
6643,51.8
6644,44.3
6645,41.8
6646,56.9
6647,53.3
6648,47.1
6649,41.9
6650,49.5
6651,39.5
6652,60.5
6653,50.1
6654,43.3
6655,74.5
6656,39.6
6657,40.1
6658,42.5
6659,41.4
6660,44.7
6661,38.1
6662,41.7
6663,39.0
6664,67.0
6665,45.3
6666,38.8
6667,51.8
6668,78.7
6669,52.4
6670,89.4
6671,75.1
6672,40.5
6673,89.1
6674,71.0
6675,40.5
6676,63.8
6677,79.3
6678,57.9
6679,60.4
6680,53.0
6681,71.0
6682,42.8
6683,35.2
6684,47.5
6685,54.1
6686,49.3
6687,45.9
6688,42.7
6689,46.9
6690,56.5
6691,82.5
6693,66.3
6694,67.0
6695,47.1
6696,48.0
6697,42.3
6698,37.9
6699,38.3
6700,71.3
6701,44.8
6702,67.2
6703,45.0
6704,71.4
6705,47.6
6706,34.1
6707,37.5
6708,42.1
6709,45.5
6710,41.3
6711,42.0
6712,49.0
6714,63.2
6715,55.4
6716,44.9
6717,43.7
6718,90.9
6719,52.0
6720,44.8
6721,45.9
6722,51.9
6723,52.1
6724,43.8
6725,39.8
6726,40.5
6727,51.5
6728,44.5
6729,83.0
6731,68.7
6732,67.0
6733,46.9
6734,25.0
6735,60.0
6736,20.0
6737,60.0
6738,64.0
6739,60.0
6740,50.9
6741,20.0
6742,60.0
6743,20.0
6744,58.8
6745,49.3
6746,25.0
6747,37.1
6748,67.7
6749,60.0
6750,46.0
6751,60.0
6752,61.0
6753,40.0
6754,67.8
6755,25.0
6756,60.0
6757,60.6
6758,60.0
6759,62.5
6760,60.0
6761,64.3
6762,60.0
6763,61.9
6764,60.9
6765,60.0
6766,60.0
6767,20.0
6768,62.4
6769,40.0
6770,60.0
6771,64.8
6772,25.0
6773,63.0
6774,63.0
6775,25.0
6776,25.0
6777,63.0
6778,25.0
6779,63.0
6780,44.0
6781,25.0
6782,49.3
6783,65.5
6784,65.7
6785,60.0
6786,68.7
6787,69.2
6788,49.3
6789,25.0
6790,82.8
6791,68.6
6792,35.0
6793,45.0
6794,85.0
6795,88.2
6796,25.0
6797,63.0
6798,81.2
6799,72.6
6800,25.0
6801,44.0
6802,63.0
6803,25.0
6804,25.0
6805,63.0
6806,44.0
6807,32.2
6808,59.4
6809,53.2
6810,83.5
6811,39.4
6812,46.4
6813,67.0
6814,52.2
6815,43.3
6816,75.1
6817,64.6
6818,87.7
6819,76.6
6820,55.4
6821,73.4
6822,68.5
6823,42.7
6824,50.2
6825,49.5
6826,53.4
6827,71.1
6828,57.9
6829,74.7
6830,66.1
6831,83.2
6832,41.4
6833,70.3
6834,50.6
6835,53.7
6836,36.3
6837,46.5
6838,45.7
6839,41.8
6840,67.4
6841,84.6
6842,75.9
6843,66.9
6844,55.1
6845,48.7
6846,49.1
6847,85.9
6848,70.0
6849,43.6
6850,69.1
6851,48.6
6852,72.2
6853,49.3
6854,75.5
6855,54.6
6856,63.7
6857,42.2
6858,50.0
6859,39.6
6860,45.7
6861,43.6
6862,66.5
6863,48.6
6864,50.0
6865,44.8
6866,71.7
6867,55.6
6868,67.5
6869,48.7
6870,44.1
6871,43.1
6872,43.3
6873,40.1
6874,45.0
6875,61.3
6876,46.7
6877,71.7
6878,53.1
6879,45.0
6880,52.9
6881,47.3
6882,49.9
6883,43.0
6884,38.9
6885,46.9
6886,50.3
6887,55.8
6888,77.1
6889,35.1
6890,53.2
6891,51.2
6892,40.3
6894,44.7
6895,70.9
6896,48.8
6897,41.6
6899,43.2
6900,51.1
6901,74.6
6902,41.1
6903,45.4
6904,37.1
6905,58.7
6906,44.9
6907,70.9
6908,70.8
6909,81.3
6910,50.4
6911,36.1
6913,55.1
6914,48.4
6915,48.3
6916,42.2
6917,45.2
6918,44.8
6919,53.5
6920,40.4
6921,41.5
6922,74.6
6923,51.8
6924,47.6
6925,58.8
6926,55.2
6927,39.7
6928,45.4
6929,45.7
6930,50.5
6931,43.9
6932,82.8
6933,36.7
6934,74.7
6935,53.7
6936,77.4
6937,91.6
6938,38.8
6939,46.8
6940,44.2
6941,64.4
6942,40.7
6943,40.4
6944,46.1
6945,54.1
6946,68.6
6947,47.3
6948,46.6
6949,48.6
6950,45.2
6951,39.1
6952,56.1
6953,44.0
6954,10.0
6955,45.7
6956,53.2
6958,76.9
6960,81.5
6961,55.5
6962,53.4
6963,44.3
6964,67.6
6965,56.1
6966,51.2
6967,51.9
6968,67.5
6969,44.6
6970,50.2
6971,73.5
6972,52.7
6973,86.7
6974,61.4
6975,55.1
6976,63.4
6977,43.7
6978,50.6
6979,48.5
6980,40.0
6981,54.2
6982,70.8
6983,88.0
6984,46.3
6985,42.9
6986,37.6
6987,39.3
6988,38.7
6989,37.6
6990,51.1
6991,51.1
6992,41.3
6993,51.2
6994,44.3
6995,48.2
6996,50.2
6997,38.0
6998,48.2
6999,45.3
7000,41.3
7001,38.7
7002,47.5
7003,43.0
7004,41.0
7005,52.8
7006,49.7
7007,41.6
7008,36.5
7009,64.5
7010,87.3
7011,44.5
7012,40.1
7013,46.2
7014,63.4
7015,51.4
7016,50.9
7017,42.3
7018,46.2
7019,45.9
7021,58.6
7022,81.5
7023,42.8
7024,42.3
7025,72.3
7026,62.7
7027,59.1
7029,70.1
7030,48.5
7031,41.5
7032,41.2
7033,45.9
7034,60.8
7035,57.8
7036,45.6
7037,46.7
7038,40.0
7039,78.3
7040,50.9
7041,59.4
7042,43.7
7043,52.8
7044,55.2
7045,54.0
7046,42.8
7047,40.4
7048,38.3
7049,52.0
7050,40.7
7051,38.9
7052,59.2
7053,50.6
7054,50.9
7055,46.4
7056,82.2
7057,47.5
7058,37.6
7059,49.1
7060,46.5
7061,47.5
7062,55.3
7063,50.4
7064,47.0
7065,60.4
7066,66.7
7067,45.3
7068,50.6
7069,40.0
7070,49.9
7071,51.6
7072,51.5
7073,44.8
7074,52.2
7075,50.4
7076,49.3
7077,47.4
7078,48.2
7079,46.2
7080,57.8
7081,48.1
7082,47.6
7083,50.3
7084,55.1
7085,41.0
7086,47.2
7087,51.0
7088,43.3
7089,52.2
7090,46.7
7091,73.4
7092,64.3
7093,77.4
7094,44.1
7095,70.2
7096,42.6
7097,48.7
7098,67.9
7099,63.9
7100,39.4
7101,68.4
7102,57.7
7103,59.8
7104,43.1
7105,37.5
7106,31.4
7107,48.0
7108,41.7
7109,50.1
7110,47.0
7111,55.3
7112,37.8
7113,46.1
7114,70.4
7115,50.7
7116,40.3
7117,90.1
7118,48.2
7119,48.8
7120,72.8
7121,48.7
7122,54.2
7123,44.4
7124,59.6
7125,47.6
7126,45.9
7127,45.3
7128,50.0
7129,47.0
7130,45.8
7131,63.5
7132,44.2
7133,67.8
7134,52.2
7135,64.5
7136,36.7
7137,50.3
7138,58.4
7139,48.2
7140,45.0
7141,47.2
7142,46.9
7143,47.0
7144,45.6
7145,47.6
7146,20.0
7147,50.4
7148,46.2
7149,50.3
7150,20.0
7151,49.4
7152,49.3
7153,51.3
7154,39.2
7155,50.8
7156,45.6
7157,43.9
7158,53.3
7159,47.5
7160,50.0
7161,46.6
7162,45.5
7163,44.9
7164,47.4
7165,51.9
7166,49.7
7167,53.6
7168,47.9
7169,52.2
7170,39.6
7171,40.1
7172,44.0
7173,45.2
7174,40.1
7175,56.6
7176,49.9
7177,44.8
7178,49.0
7179,37.4
7180,64.9
7181,41.8
7182,79.9
7183,40.5
7184,44.4
7185,46.8
7186,49.5
7187,50.8
7188,51.7
7189,41.1
7190,56.7
7191,51.7
7192,79.0
7193,52.8
7194,43.6
7195,43.4
7196,43.0
7197,49.8
7198,46.4
7199,47.6
7200,44.4
7201,68.6
7202,46.6
7203,56.2
7204,47.4
7205,48.9
7206,49.1
7207,55.9
7208,47.9
7209,47.3
7210,47.0
7211,50.3
7212,38.3
7213,38.2
7214,42.9
7215,57.1
7216,48.1
7217,48.9
7218,45.8
7219,53.0
7220,38.7
7221,61.2
7222,46.1
7223,49.2
7224,42.1
7225,50.7
7226,73.9
7227,38.0
7228,54.6
7229,47.3
7230,43.8
7232,75.2
7233,43.6
7234,71.2
7235,47.4
7236,45.2
7237,60.2
7238,50.7
7239,45.1
7240,42.7
7241,49.4
7242,42.8
7243,34.9
7244,75.2
7245,50.0
7246,37.3
7247,43.1
7248,40.9
7249,44.5
7250,49.6
7251,55.3
7252,41.3
7253,49.5
7254,72.5
7255,42.3
7256,80.8
7257,66.1
7258,38.0
7259,48.2
7260,59.3
7261,61.8
7262,44.9
7263,47.9
7264,53.7
7265,38.6
7266,40.1
7267,43.3
7268,50.6
7269,71.5
7270,44.2
7271,47.8
7272,46.9
7273,73.7
7274,49.0
7275,49.4
7276,47.0
7277,46.5
7278,73.3
7279,48.9
7280,47.2
7281,68.3
7282,43.4
7283,51.7
7284,41.9
7285,37.8
7286,45.0
7287,54.0
7288,51.0
7289,45.0
7290,51.0
7291,45.0
7292,54.0
7293,45.0
7294,41.5
7295,49.5
7296,45.0
7297,45.0
7298,46.0
7299,45.0
7300,47.0
7301,45.0
7302,44.5
7303,37.5
7304,41.0
7305,45.0
7306,54.9
7307,56.4
7308,48.8
7309,46.1
7310,58.1
7311,44.3
7312,49.5
7313,56.7
7314,38.0
7315,43.7
7316,58.1
7317,71.8
7318,42.6
7319,53.4
7320,51.4
7321,52.9
7322,57.1
7323,48.5
7324,53.7
7325,80.6
7326,50.1
7327,43.7
7328,89.7
7329,50.4
7330,53.6
7331,66.8
7332,47.2
7333,44.0
7334,84.8
7335,78.9
7336,49.5
7337,50.4
7338,55.3
7339,53.1
7340,76.4
7341,35.4
7342,52.3
7343,38.4
7344,78.9
7345,45.6
7346,48.5
7347,51.1
7348,56.7
7349,84.1
7350,64.5
7351,47.7
7352,50.6
7353,43.9
7354,48.9
7355,49.4
7356,68.7
7357,54.4
7358,70.3
7359,71.8
7360,77.6
7361,81.9
7362,78.3
7363,51.2
7364,45.2
7365,72.4
7366,89.1
7367,39.6
7368,49.1
7369,83.6
7370,41.5
7371,41.5
7372,51.1
7373,45.6
7374,52.0
7375,79.1
7376,86.1
7377,45.3
7378,76.6
7379,57.7
7380,34.2
7381,73.7
7382,39.5
7383,49.6
7384,83.6
7385,44.9
7386,65.2
7387,45.8
7388,88.7
7389,85.2
7390,37.5
7391,35.7
7392,42.1
7393,48.9
7394,61.1
7395,55.0
7396,45.5
7397,47.3
7398,81.8
7399,82.2
7400,58.9
7401,43.2
7402,90.0
7403,50.1
7404,46.2
7405,73.5
7406,42.1
7407,38.4
7408,57.2
7409,89.7
7410,50.3
7411,67.2
7412,50.3
7413,85.4
7414,90.3
7415,57.3
7416,53.7
7417,85.6
7418,25.0
7419,25.0
7420,25.0
7421,25.0
7422,25.0
7423,25.0
7424,25.0
7425,25.0
7426,25.0
7427,25.0
7428,25.0
7429,25.0
7430,25.0
7431,25.0
7432,25.0
7433,25.0
7434,25.0
7435,23.0
7436,25.0
7437,25.0
7439,25.0
7440,25.0
7441,25.0
7442,25.0
7443,23.0
7444,41.0
7445,41.0
7446,25.0
7447,25.0
7448,25.0
7449,25.0
7450,25.0
7451,25.0
7452,25.0
7453,25.0
7454,25.0
7455,25.0
7456,25.0
7457,25.0
7458,25.0
7459,25.0
7460,25.0
7461,25.0
7462,25.8
7463,25.0
7464,25.0
7465,25.0
